36	15915
360	8396
361	8197
362	8345
363	8145
364	8367
365	8266
366	8154
367	8282
368	8575
369	8294
37	13048
370	8084
371	7863
372	7522
373	7720
374	7591
375	7335
376	7353
377	7504
378	7474
379	7486
38	14046
380	7331
381	7273
382	7055
383	6953
384	6800
385	6526
386	6507
387	6314
388	6459
389	6380
39	20784
390	6423
391	6295
392	6073
393	5929
394	5820
395	5559
396	5677
397	5365
398	5103
399	5245
40	32918
400	5294
401	5102
402	4925
403	4856
404	4816
405	4644
406	4474
407	4451
408	4251
409	4206
41	43697
410	3998
411	4015
412	3816
413	3975
414	3759
415	3685
416	3582
417	3414
418	3280
419	3056
42	54393
420	3143
421	3077
422	2993
423	2856
424	2886
425	2817
426	2598
427	2584
428	2346
429	2413
43	59434
430	2102
431	2213
432	2195
433	2104
434	2031
435	2054
436	1910
437	1813
438	1697
439	1686
44	57741
440	1661
441	1539
442	1440
443	1386
444	1426
445	1425
446	1271
447	1263
448	1265
449	1181
45	47782
450	1145
451	1097
452	995
453	990
454	931
455	928
456	850
457	914
458	827
459	848
46	35174
460	806
461	716
462	679
463	689
464	645
465	636
466	621
467	587
468	564
469	598
47	23924
470	537
471	527
472	527
473	487
474	527
475	470
476	455
477	437
478	472
479	427
48	20178
480	388
481	398
482	450
483	392
484	358
485	380
486	360
487	371
488	372
489	356
49	24423
490	318
491	299
492	351
493	339
494	323
495	354
496	298
497	318
498	278
499	313
50	33443
500	352
501	327
502	309
503	272
504	327
505	303
506	318
507	330
508	317
509	287
51	45334
510	296
511	307
512	307
513	336
514	310
515	331
516	306
517	341
518	286
519	314
52	56830
520	304
521	291
522	285
523	281
524	298
525	338
526	318
527	295
528	307
529	286
53	63272
530	291
531	289
532	266
533	257
534	283
535	304
536	281
537	288
538	256
539	303
54	62516
540	253
541	235
542	317
543	274
544	226
545	257
546	266
547	260
548	257
549	317
55	54834
550	239
551	245
552	246
553	267
554	268
555	282
556	218
557	238
558	250
559	243
56	41928
560	231
561	220
562	241
563	241
564	203
565	209
566	187
567	223
568	171
569	208
57	29311
570	224
571	197
572	174
573	206
574	214
575	194
576	152
577	176
578	167
579	176
58	22568
580	199
581	152
582	149
583	157
584	139
585	148
586	131
587	152
588	140
589	127
59	21625
590	145
591	115
592	155
593	114
594	130
595	117
596	106
597	119
598	98
599	123
60	27091
600	118
601	93
602	123
603	120
604	99
605	96
606	87
607	95
608	99
609	136
61	34214
610	88
611	83
612	83
613	63
614	75
615	104
616	69
617	79
618	59
619	77
62	45381
620	60
621	92
622	56
623	62
624	70
625	69
626	50
627	90
628	55
629	65
63	52527
630	50
631	40
632	41
633	56
634	52
635	48
636	57
637	57
638	59
639	69
64	56435
640	48
641	51
642	37
643	36
644	33
645	59
646	34
647	36
648	28
649	38
65	49048
650	46
651	44
652	39
653	41
654	46
655	47
656	35
657	41
658	33
659	38
66	39952
660	32
661	30
662	34
663	38
664	41
665	32
666	26
667	43
668	33
669	51
67	29304
670	30
671	38
672	30
673	30
674	30
675	61
676	23
677	23
678	24
679	32
68	20767
680	28
681	51
682	23
683	44
684	38
685	30
686	32
687	42
688	32
689	32
69	18970
690	28
691	28
692	27
693	43
694	27
695	25
696	23
697	29
698	33
699	43
70	19915
700	27
701	9
702	6
703	5
704	7
705	6
706	3
707	10
708	2
709	5
71	24708
710	2
711	2
712	2
713	4
714	4
715	3
716	3
717	3
718	1
719	1
72	31138
720	5
721	6
722	1
723	2
724	4
725	2
726	7
727	3
728	6
729	3
73	35594
730	2
731	3
732	3
733	2
734	1
736	3
737	1
738	4
739	3
74	38722
740	3
741	1
742	2
743	1
744	3
745	1
749	4
75	36560
750	2
751	4
755	2
756	2
757	4
758	2
76	32146
762	3
763	1
764	2
766	1
768	2
77	25405
771	1
772	1
774	4
775	1
778	2
78	18836
781	1
783	1
784	6
785	3
788	3
79	15725
792	1
795	1
80	14601
81	16935
812	1
816	1
82	19974
822	1
829	1
83	22542
84	26312
85	26829
852	1
86	24329
87	21377
88	16165
89	13638
90	11798
91	12343
92	13093
93	15161
94	18044
95	18888
96	18259
97	15992
98	13312
99	10760
